EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 14:10:00,14:10,2024-03-07 17:40:00,17:40,AYACUCHO,HUAMANGA,AYACUCHO,2500.0,1.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-15 12:00:00,12:00,2024-03-15 20:00:00,20:00,LIMA,LIMA,INDEPENDENCIA,423.0,601.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-08 14:20:00,14:20,2024-03-08 23:30:00,23:30,LIMA,LIMA,LIMA,3612.0,5216.0,0.0,1
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2024-03-08 10:20:00,10:20,2024-03-08 11:15:00,11:15,LAMBAYEQUE,CHICLAYO,CHICLAYO,90000.0,90000.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2024-03-08 12:20:00,12:20,2024-03-08 16:20:00,16:20,LIMA,LIMA,LIMA,6246.0,9335.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 08:00:00,08:00,2024-03-15 13:00:00,13:00,AREQUIPA,AREQUIPA,SOCABAYA,2209.0,2209.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-08 08:00:00,08:00,2024-03-08 11:00:00,11:00,LIMA,CAÑETE,MALA,490.0,490.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2024-03-08 11:30:00,11:30,2024-03-08 14:00:00,14:00,CUSCO,CUSCO,SANTIAGO,100.0,100.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-08 10:00:00,10:00,2024-03-08 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,13078.0,18845.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-08 11:00:00,11:00,2024-03-08 13:00:00,13:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-08 10:50:00,10:50,2024-03-08 13:00:00,13:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,2024-03-08 09:00:00,09:00,2024-03-08 14:00:00,14:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3790.0,5116.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-07 11:50:00,11:50,2024-03-07 14:00:00,14:00,AYACUCHO,HUAMANGA,AYACUCHO,600.0,1.0,0.0,1
EMAPICA,ICA,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-08 08:15:00,08:15,2024-03-08 10:30:00,10:30,ICA,ICA,ICA,1446.0,1446.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-18 12:00:00,12:00,2024-03-18 19:00:00,19:00,CALLAO,CALLAO,BELLAVISTA,5337.0,7893.0,0.0,1
EMAPA PASCO,EMAPA PASCO,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-08 06:00:00,06:00,2024-03-09 06:00:00,06:00,PASCO,PASCO,YANACANCHA,300.0,300.0,2.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-08 07:15:00,07:15,2024-03-08 15:55:00,15:55,LIMA,LIMA,PUCUSANA,2093.0,2748.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-08 05:45:00,05:45,2024-03-08 10:30:00,10:30,LIMA,LIMA,SAN MARTIN DE PORRES,18995.0,30258.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-08 05:35:00,05:35,2024-03-08 15:35:00,15:35,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2558.0,3752.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-08 04:15:00,04:15,2024-03-08 11:00:00,11:00,LIMA,LIMA,MAGDALENA DEL MAR,65989.0,107540.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-20 13:00:00,13:00,2024-03-20 21:00:00,21:00,LIMA,LIMA,ATE,866.0,910.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-20 14:00:00,14:00,2024-03-20 22:00:00,22:00,LIMA,LIMA,ATE,866.0,910.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 23:35:00,23:35,2024-03-08 08:00:00,08:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,11018.0,16311.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 23:00:00,23:00,2024-03-08 22:00:00,22:00,AREQUIPA,AREQUIPA,CAYMA,259090.0,259090.0,43.0,1
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-08 06:20:00,06:20,2024-03-08 12:00:00,12:00,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,6000.0,6000.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-07 17:50:00,17:50,2024-03-08 03:00:00,03:00,LIMA,LIMA,VILLA EL SALVADOR,73508.0,105180.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-07 14:45:00,14:45,2024-03-07 17:00:00,17:00,AYACUCHO,HUAMANGA,AYACUCHO,100.0,1.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 17:45:00,17:45,2024-03-08 01:00:00,01:00,LIMA,LIMA,VILLA EL SALVADOR,1586.0,1973.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-07 14:40:00,14:40,2024-03-07 17:45:00,17:45,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,110.0,1.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 21:50:00,21:50,2024-03-06 22:45:00,22:45,AYACUCHO,HUAMANGA,AYACUCHO,100.0,1.0,0.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 10:00:00,10:00,2024-03-15 23:00:00,23:00,LIMA,LIMA,LA VICTORIA,1990.0,2233.0,0.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 10:00:00,10:00,2024-03-15 23:00:00,23:00,LIMA,LIMA,LA VICTORIA,1158.0,1208.0,0.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 10:00:00,10:00,2024-03-15 23:00:00,23:00,LIMA,LIMA,LA VICTORIA,1141.0,1166.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-07 18:40:00,18:40,2024-03-07 20:30:00,20:30,CUSCO,CUSCO,SAN SEBASTIAN,110.0,110.0,0.0,1
EPS RIOJA,EPS RIOJA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 14:00:00,14:00,2024-03-06 18:10:00,18:10,SAN MARTIN,RIOJA,RIOJA,170.0,170.0,0.0,1
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 14:50:00,14:50,2024-03-08 17:00:00,17:00,TUMBES,TUMBES,TUMBES,3699.0,3699.0,1.0,1
EPS MUNICIPAL MANTARO,JAUJA,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 09:00:00,09:00,2024-03-09 14:00:00,14:00,JUNIN,JAUJA,YAUYOS,27.0,27.0,1.0,1
EPS MUNICIPAL MANTARO,JAUJA,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 09:00:00,09:00,2024-03-09 14:00:00,14:00,JUNIN,JAUJA,JAUJA,122.0,122.0,1.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 08:00:00,08:00,2024-03-15 13:00:00,13:00,AREQUIPA,AREQUIPA,MARIANO MELGAR,7033.0,7033.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-15 08:00:00,08:00,2024-03-15 13:00:00,13:00,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,144.0,144.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 14:09:00,14:09,2024-03-07 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1574.0,1574.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2024-03-07 14:15:00,14:15,2024-03-07 18:30:00,18:30,LIMA,LIMA,SANTA ROSA,3976.0,4097.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-07 11:30:00,11:30,2024-03-07 20:00:00,20:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7939.0,12065.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-13 10:00:00,10:00,2024-03-13 18:00:00,18:00,LIMA,LIMA,INDEPENDENCIA,215.0,252.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-14 12:00:00,12:00,2024-03-14 20:00:00,20:00,LIMA,LIMA,INDEPENDENCIA,787.0,1269.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 10:00:00,10:00,2024-03-07 22:00:00,22:00,LIMA,LIMA,SANTIAGO DE SURCO,229.0,285.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-07 10:05:00,10:05,2024-03-07 17:05:00,17:05,CALLAO,CALLAO,VENTANILLA,3857.0,4090.0,0.0,1
EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,2024-03-07 10:00:00,10:00,2024-03-07 21:00:00,21:00,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2280.0,2280.0,2.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-15 12:00:00,12:00,2024-03-15 19:00:00,19:00,CALLAO,CALLAO,CALLAO,2718.0,3279.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-14 10:30:00,10:30,2024-03-14 17:35:00,17:35,CALLAO,CALLAO,CALLAO,1386.0,6930.0,0.0,1
EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 08:00:00,08:00,2024-03-07 12:00:00,12:00,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2500.0,2500.0,0.0,1
EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-07 09:00:00,09:00,2024-03-07 15:00:00,15:00,JUNIN,CHANCHAMAYO,SAN RAMON,900.0,900.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 09:00:00,09:00,2024-03-07 13:00:00,13:00,AREQUIPA,AREQUIPA,SACHACA,94.0,94.0,0.0,1
EMAPA PASCO,EMAPA PASCO,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-07 06:00:00,06:00,2024-03-08 06:00:00,06:00,PASCO,PASCO,YANACANCHA,300.0,300.0,1.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-14 10:00:00,10:00,2024-03-14 17:00:00,17:00,CALLAO,CALLAO,CALLAO,185.0,925.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-07 07:30:00,07:30,2024-03-07 11:30:00,11:30,LIMA,LIMA,SAN JUAN DE LURIGANCHO,490.0,490.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 08:00:00,08:00,2024-03-07 15:20:00,15:20,LIMA,LIMA,BARRANCO,5558.0,8773.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 03:15:00,03:15,2024-03-07 12:45:00,12:45,AREQUIPA,AREQUIPA,MARIANO MELGAR,495.0,495.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-07 03:50:00,03:50,2024-03-07 13:50:00,13:50,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8630.0,12222.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-19 14:00:00,14:00,2024-03-19 22:00:00,22:00,LIMA,LIMA,ATE,86.0,86.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-19 14:00:00,14:00,2024-03-19 22:00:00,22:00,LIMA,LIMA,ATE,995.0,1189.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 23:40:00,23:40,2024-03-07 08:00:00,08:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,651.0,695.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 23:40:00,23:40,2024-03-07 08:00:00,08:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,11018.0,16311.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 20:00:00,20:00,2024-03-07 02:00:00,02:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2952.0,2952.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 14:40:00,14:40,2024-03-06 16:20:00,16:20,AYACUCHO,HUAMANGA,AYACUCHO,80.0,1.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 18:00:00,18:00,2024-03-06 23:00:00,23:00,LIMA,LIMA,CHORRILLOS,833.0,1215.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-05 03:45:00,03:45,2024-03-05 17:00:00,17:00,AYACUCHO,HUAMANGA,AYACUCHO,200.0,1.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-05 06:20:00,06:20,2024-03-05 11:40:00,11:40,AYACUCHO,HUAMANGA,AYACUCHO,800.0,1.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2024-03-05 06:15:00,06:15,2024-03-06 10:40:00,10:40,AYACUCHO,HUAMANGA,AYACUCHO,800.0,1.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-06 15:30:00,15:30,2024-03-06 17:30:00,17:30,LIMA,CAÑETE,NUEVO IMPERIAL,696.0,696.0,0.0,1
EPS GRAU,PIURA,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2024-03-07 17:00:00,17:00,2024-03-08 02:00:00,02:00,PIURA,PIURA,PIURA,11459.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 15:50:00,15:50,2024-03-06 23:30:00,23:30,LIMA,LIMA,VILLA EL SALVADOR,3123.0,4221.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-03-14 12:00:00,12:00,2024-03-14 23:00:00,23:00,LIMA,LIMA,SAN BORJA,432.0,950.0,0.0,1
EPS MUNICIPAL MANTARO,CONCEPCION,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-08 09:00:00,09:00,2024-03-08 14:05:00,14:05,JUNIN,CONCEPCION,CONCEPCION,3000.0,3000.0,0.0,1
EPS MUNICIPAL MANTARO,CONCEPCION,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-08 09:00:00,09:00,2024-03-08 14:05:00,14:05,JUNIN,CONCEPCION,CONCEPCION,300.0,300.0,0.0,1
EPS MUNICIPAL MANTARO,CONCEPCION,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-08 09:00:00,09:00,2024-03-08 14:05:00,14:05,JUNIN,CONCEPCION,NUEVE DE JULIO,500.0,500.0,0.0,1
EPS MARAÑON,EPS MARAÑON,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-06 14:30:00,14:30,2024-03-06 17:30:00,17:30,CAJAMARCA,JAEN,JAEN,50.0,50.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2024-03-06 14:25:00,14:25,2024-03-06 17:00:00,17:00,LIMA,LIMA,SANTA ANITA,5880.0,13819.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 15:30:00,15:30,2024-03-06 19:30:00,19:30,AREQUIPA,AREQUIPA,CERRO COLORADO,326.0,326.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-13 12:00:00,12:00,2024-03-13 20:00:00,20:00,LIMA,LIMA,INDEPENDENCIA,676.0,741.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 14:30:00,14:30,2024-03-06 20:30:00,20:30,LIMA,LIMA,SANTIAGO DE SURCO,3061.0,4589.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-14 12:00:00,12:00,2024-03-14 19:00:00,19:00,CALLAO,CALLAO,VENTANILLA,1536.0,1574.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2024-03-06 12:50:00,12:50,2024-03-06 15:20:00,15:20,AREQUIPA,AREQUIPA,CERRO COLORADO,912.0,912.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-06 13:10:00,13:10,2024-03-06 16:00:00,16:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-13 10:00:00,10:00,2024-03-13 18:00:00,18:00,LIMA,LIMA,INDEPENDENCIA,676.0,741.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2024-03-06 11:00:00,11:00,2024-03-06 15:00:00,15:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-05 11:00:00,11:00,2024-03-05 16:10:00,16:10,LA LIBERTAD,TRUJILLO,SALAVERRY,1981.0,2596.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 09:45:00,09:45,2024-03-06 12:00:00,12:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 09:40:00,09:40,2024-03-06 16:00:00,16:00,HUANUCO,HUANUCO,AMARILIS,800.0,800.0,0.0,1
SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-02-28 12:00:00,12:00,2024-02-29 05:10:00,05:10,LA LIBERTAD,TRUJILLO,MOCHE,2556.0,3192.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 09:00:00,09:00,2024-03-06 15:00:00,15:00,LIMA,LIMA,SANTIAGO DE SURCO,948.0,1482.0,0.0,1
SEDAPAR,SUR,PROGRAMADA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 06:00:00,06:00,2024-03-06 12:30:00,12:30,AREQUIPA,ISLAY,MOLLENDO,857.0,857.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 08:10:00,08:10,2024-03-06 12:00:00,12:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-06 06:00:00,06:00,2024-03-06 13:00:00,13:00,AREQUIPA,AREQUIPA,CERRO COLORADO,3561.0,3561.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 07:10:00,07:10,2024-03-06 11:55:00,11:55,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2519.0,3409.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 06:35:00,06:35,2024-03-06 16:35:00,16:35,LIMA,LIMA,SAN JUAN DE MIRAFLORES,653.0,780.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 06:25:00,06:25,2024-03-06 16:25:00,16:25,LIMA,LIMA,VILLA EL SALVADOR,3365.0,4268.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-03-06 06:30:00,06:30,2024-03-06 16:20:00,16:20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1397.0,1763.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 06:00:00,06:00,2024-03-06 13:00:00,13:00,LIMA,LIMA,CARABAYLLO,935.0,1381.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-18 14:00:00,14:00,2024-03-18 22:00:00,22:00,LIMA,LIMA,ATE,2566.0,3295.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-18 14:00:00,14:00,2024-03-18 22:00:00,22:00,LIMA,LIMA,ATE,924.0,1065.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-03-18 08:00:00,08:00,2024-03-18 16:00:00,16:00,LIMA,LIMA,ATE,7619.0,8966.0,0.0,1
EPS GRAU,SULLANA,PROGRAMADA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,2024-03-07 09:00:00,09:00,2024-03-07 19:00:00,19:00,PIURA,SULLANA,SULLANA,23846.0,23846.0,2.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-05 22:00:00,22:00,2024-03-06 08:05:00,08:05,APURIMAC,ABANCAY,ABANCAY,600.0,600.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,PROBLEMAS EN COLECTORES,2024-03-05 21:00:00,21:00,2024-03-06 07:00:00,07:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,3268.0,5113.0,0.0,1
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-03-06 06:00:00,06:00,2024-03-06 14:00:00,14:00,LAMBAYEQUE,CHICLAYO,PIMENTEL,8000.0,8000.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-03-05 20:30:00,20:30,2024-03-05 23:00:00,23:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,OTROS,2024-03-05 21:40:00,21:40,2024-03-05 23:55:00,23:55,LIMA,LIMA,SANTIAGO DE SURCO,8503.0,13044.0,0.0,1
